Purity	Accuracy	a	b
0.36974007	0.794032852550844	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.37074208	0.7929904081567288	[0.789, 0.797]	------------------------------------------------------------------------------||--------------------
0.3717441	0.7943303387854509	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.3727461	0.7940877742446308	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.37374812	0.7936845740452027	[0.79, 0.798]	-------------------------------------------------------------------------------|--------------------
0.37475014	0.7929219244840244	[0.789, 0.797]	------------------------------------------------------------------------------||--------------------
0.37575215	0.7889692846545796	[0.785, 0.793]	------------------------------------------------------------------------------||--------------------
0.37675416	0.7923780593211944	[0.788, 0.796]	------------------------------------------------------------------------------||--------------------
0.37775618	0.7893389915756288	[0.785, 0.793]	------------------------------------------------------------------------------||--------------------
0.3787582	0.7914102543736877	[0.787, 0.795]	------------------------------------------------------------------------------||--------------------
0.3797602	0.7913241292254265	[0.787, 0.795]	------------------------------------------------------------------------------||--------------------
0.38076222	0.7884139119799105	[0.784, 0.792]	------------------------------------------------------------------------------||--------------------
0.38176423	0.7865455221515599	[0.782, 0.791]	------------------------------------------------------------------------------||--------------------
0.38276625	0.7862702317324469	[0.782, 0.79]	------------------------------------------------------------------------------||--------------------
0.38376826	0.7813634854634272	[0.777, 0.785]	-----------------------------------------------------------------------------||---------------------
0.38477027	0.7752417267287923	[0.771, 0.779]	-----------------------------------------------------------------------------|----------------------
0.3857723	0.7743339085931996	[0.77, 0.778]	-----------------------------------------------------------------------------|----------------------
0.3867743	0.7738714522851058	[0.77, 0.778]	-----------------------------------------------------------------------------|----------------------
0.38777632	0.773913730390939	[0.77, 0.778]	-----------------------------------------------------------------------------|----------------------
0.38877833	0.7731360046967499	[0.769, 0.777]	----------------------------------------------------------------------------||----------------------
0.38978034	0.7746671697132984	[0.77, 0.779]	-----------------------------------------------------------------------------|----------------------
0.39078236	0.7742645906694647	[0.77, 0.778]	-----------------------------------------------------------------------------|----------------------
0.39178437	0.7751010846843204	[0.771, 0.779]	-----------------------------------------------------------------------------|----------------------
0.39278638	0.7725468181898228	[0.768, 0.777]	----------------------------------------------------------------------------||----------------------
0.3937884	0.7736417692261656	[0.769, 0.778]	----------------------------------------------------------------------------||----------------------
0.3947904	0.7741691550223725	[0.77, 0.778]	-----------------------------------------------------------------------------|----------------------
0.39579242	0.7735113200089891	[0.769, 0.778]	----------------------------------------------------------------------------||----------------------
0.39679444	0.7722205335751271	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.39779645	0.7724628868314134	[0.768, 0.777]	----------------------------------------------------------------------------||----------------------
0.39879847	0.7722127972476979	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.39980048	0.7717324816898041	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.4008025	0.7723088097530966	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.4018045	0.7724262382279979	[0.768, 0.777]	----------------------------------------------------------------------------||----------------------
0.40280652	0.7723886943963362	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.40380853	0.772510508064675	[0.768, 0.777]	----------------------------------------------------------------------------||----------------------
0.40481055	0.7720229159184339	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.40581256	0.7718668186823948	[0.768, 0.776]	----------------------------------------------------------------------------||----------------------
0.40681458	0.7711935409507784	[0.767, 0.775]	----------------------------------------------------------------------------||----------------------
0.4078166	0.7706795058220508	[0.766, 0.775]	----------------------------------------------------------------------------||----------------------
0.4088186	0.7701744168683501	[0.766, 0.774]	----------------------------------------------------------------------------||----------------------
0.40982062	0.7702966192570757	[0.766, 0.774]	----------------------------------------------------------------------------||----------------------
0.41082263	0.770253482728159	[0.766, 0.774]	----------------------------------------------------------------------------||----------------------
0.41182464	0.7703085585993833	[0.766, 0.774]	----------------------------------------------------------------------------||----------------------
0.41282666	0.7690410065432851	[0.765, 0.773]	----------------------------------------------------------------------------||----------------------
0.41382867	0.7705338425580655	[0.766, 0.775]	----------------------------------------------------------------------------||----------------------
0.41483068	0.7696351925873061	[0.765, 0.774]	----------------------------------------------------------------------------||----------------------
0.4158327	0.7695457283375885	[0.765, 0.774]	----------------------------------------------------------------------------||----------------------
0.4168347	0.769504251026835	[0.765, 0.774]	----------------------------------------------------------------------------||----------------------
0.41783673	0.7684941959398501	[0.764, 0.773]	----------------------------------------------------------------------------||----------------------
0.41883874	0.7690798138152479	[0.765, 0.773]	----------------------------------------------------------------------------||----------------------
0.41984075	0.7690918236147893	[0.765, 0.773]	----------------------------------------------------------------------------||----------------------
0.42084277	0.7684933425958056	[0.764, 0.773]	----------------------------------------------------------------------------||----------------------
0.42184478	0.7688100063654598	[0.765, 0.773]	----------------------------------------------------------------------------||----------------------
0.4228468	0.7665438557944988	[0.762, 0.771]	----------------------------------------------------------------------------||----------------------
0.4238488	0.7670314865716141	[0.763, 0.771]	----------------------------------------------------------------------------||----------------------
0.42485082	0.7671719752361814	[0.763, 0.771]	----------------------------------------------------------------------------||----------------------
0.42585284	0.7667033277056621	[0.762, 0.771]	----------------------------------------------------------------------------||----------------------
0.42685485	0.765758762338266	[0.761, 0.77]	----------------------------------------------------------------------------||----------------------
0.42785686	0.7654346071660701	[0.761, 0.77]	----------------------------------------------------------------------------||----------------------
0.42885888	0.7645454386034609	[0.76, 0.769]	----------------------------------------------------------------------------|-----------------------
0.4298609	0.7662705374610833	[0.762, 0.77]	----------------------------------------------------------------------------||----------------------
0.4308629	0.7659950633211072	[0.762, 0.77]	----------------------------------------------------------------------------||----------------------
0.43186492	0.7658365735176593	[0.762, 0.77]	----------------------------------------------------------------------------||----------------------
0.43286693	0.7658408661745462	[0.762, 0.77]	----------------------------------------------------------------------------||----------------------
0.43386894	0.7639208471366603	[0.76, 0.768]	----------------------------------------------------------------------------|-----------------------
0.43487096	0.7633222939704318	[0.759, 0.767]	---------------------------------------------------------------------------||-----------------------
0.43587297	0.7605668961465021	[0.756, 0.765]	---------------------------------------------------------------------------||-----------------------
0.436875	0.7587973265227855	[0.754, 0.763]	---------------------------------------------------------------------------||-----------------------
0.437877	0.7592223648371842	[0.755, 0.763]	---------------------------------------------------------------------------||-----------------------
0.438879	0.7579366419646363	[0.754, 0.762]	---------------------------------------------------------------------------||-----------------------
0.43988103	0.7579858743057134	[0.754, 0.762]	---------------------------------------------------------------------------||-----------------------
0.44088304	0.7566729146262374	[0.752, 0.761]	---------------------------------------------------------------------------||-----------------------
0.44188505	0.7567477508997444	[0.752, 0.761]	---------------------------------------------------------------------------||-----------------------
0.44288707	0.7553244245252555	[0.751, 0.76]	---------------------------------------------------------------------------||-----------------------
0.44388908	0.7529982794709371	[0.749, 0.757]	--------------------------------------------------------------------------||------------------------
0.4448911	0.7519303948923665	[0.748, 0.756]	--------------------------------------------------------------------------||------------------------
0.4458931	0.7519087402027501	[0.748, 0.756]	--------------------------------------------------------------------------||------------------------
0.44689512	0.7501818380116869	[0.746, 0.754]	--------------------------------------------------------------------------||------------------------
0.44789714	0.7505223436235234	[0.746, 0.755]	--------------------------------------------------------------------------||------------------------
0.44889915	0.7498620105279616	[0.746, 0.754]	--------------------------------------------------------------------------||------------------------
0.44990116	0.7499853066331115	[0.746, 0.754]	--------------------------------------------------------------------------||------------------------
0.45090318	0.7496179554204191	[0.745, 0.754]	--------------------------------------------------------------------------||------------------------
0.4519052	0.7501051517299145	[0.746, 0.754]	--------------------------------------------------------------------------||------------------------
0.4529072	0.7501669950954986	[0.746, 0.754]	--------------------------------------------------------------------------||------------------------
0.45390922	0.7494800088782516	[0.745, 0.754]	--------------------------------------------------------------------------||------------------------
0.45491123	0.7494385750009267	[0.745, 0.754]	--------------------------------------------------------------------------||------------------------
0.45591325	0.7488883369558187	[0.745, 0.753]	--------------------------------------------------------------------------||------------------------
0.45691526	0.7475034013679962	[0.743, 0.752]	--------------------------------------------------------------------------||------------------------
0.45791727	0.7483112413915409	[0.744, 0.753]	--------------------------------------------------------------------------||------------------------
0.4589193	0.7473139267705168	[0.743, 0.752]	--------------------------------------------------------------------------||------------------------
0.4599213	0.7481908850763709	[0.744, 0.752]	--------------------------------------------------------------------------||------------------------
0.4609233	0.7465638789161041	[0.742, 0.751]	--------------------------------------------------------------------------||------------------------
0.46192533	0.7458216989002191	[0.741, 0.75]	--------------------------------------------------------------------------||------------------------
0.46292734	0.7464457990237773	[0.742, 0.751]	--------------------------------------------------------------------------||------------------------
0.46392936	0.7456304843186051	[0.741, 0.75]	--------------------------------------------------------------------------||------------------------
0.46493137	0.7424552470062764	[0.738, 0.747]	-------------------------------------------------------------------------||-------------------------
0.46593338	0.7429695161823947	[0.739, 0.747]	-------------------------------------------------------------------------||-------------------------
0.4669354	0.7429940006461729	[0.739, 0.747]	-------------------------------------------------------------------------||-------------------------
0.4679374	0.741419416979791	[0.737, 0.746]	-------------------------------------------------------------------------||-------------------------
0.46893942	0.7401631044344184	[0.736, 0.744]	-------------------------------------------------------------------------||-------------------------
0.46994144	0.7414056683880267	[0.737, 0.746]	-------------------------------------------------------------------------||-------------------------
0.47094345	0.7416228669468566	[0.737, 0.746]	-------------------------------------------------------------------------||-------------------------
0.47194546	0.7413854756524592	[0.737, 0.746]	-------------------------------------------------------------------------||-------------------------
0.47294748	0.7401337115129828	[0.736, 0.744]	-------------------------------------------------------------------------||-------------------------
0.4739495	0.73941047662694	[0.735, 0.744]	-------------------------------------------------------------------------||-------------------------
0.4749515	0.7396377883271782	[0.735, 0.744]	-------------------------------------------------------------------------||-------------------------
0.47595352	0.738058692058716	[0.734, 0.742]	-------------------------------------------------------------------------||-------------------------
0.47695553	0.7384150394897353	[0.734, 0.743]	-------------------------------------------------------------------------||-------------------------
0.47795755	0.7387140434919326	[0.734, 0.743]	-------------------------------------------------------------------------||-------------------------
0.47895956	0.7304409077617228	[0.726, 0.735]	------------------------------------------------------------------------||--------------------------
0.47996157	0.7314786731175489	[0.727, 0.736]	------------------------------------------------------------------------||--------------------------
0.4809636	0.7305896332129879	[0.726, 0.735]	------------------------------------------------------------------------||--------------------------
0.4819656	0.7268609335719981	[0.722, 0.731]	------------------------------------------------------------------------||--------------------------
