Purity	Accuracy	a	b
0.17074119	0.9724537241572611	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17114198	0.9718757441349177	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17154278	0.97358296750981	[0.965, 0.979]	------------------------------------------------------------------------------------------------||--
0.17194358	0.9678382798755945	[0.958, 0.974]	-----------------------------------------------------------------------------------------------|*|--
0.17234437	0.9716665344574098	[0.962, 0.978]	------------------------------------------------------------------------------------------------||--
0.17274517	0.9712085790137897	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.17314596	0.9727635500394388	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.17354676	0.9698704344653766	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.17394756	0.9725497044669433	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17434835	0.9731022305609931	[0.964, 0.979]	------------------------------------------------------------------------------------------------||--
0.17474915	0.9725066400319464	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17514995	0.9725208498240475	[0.963, 0.978]	------------------------------------------------------------------------------------------------||--
0.17555074	0.9710676935764144	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.17595154	0.9712725474120854	[0.962, 0.977]	------------------------------------------------------------------------------------------------||--
0.17635234	0.9698179136058049	[0.96, 0.976]	------------------------------------------------------------------------------------------------||--
0.17675313	0.9667832283991273	[0.957, 0.973]	-----------------------------------------------------------------------------------------------|*|--
0.17715393	0.9686494404496906	[0.959, 0.975]	-----------------------------------------------------------------------------------------------|*|--
0.17755473	0.9740002151489136	[0.965, 0.98]	------------------------------------------------------------------------------------------------|*|-
